group,math_scores,physics_scores,russian_scores,attendance,age,gender,exam_results
A,3.4,4.1,4.4,13,младшие,женский,сдал
A,3.9,4.4,4.2,12,старшие,женский,сдал
A,3.5,4.3,3.8,2,старшие,женский,сдал
A,2.9,3.8,3.7,0,средние,мужской,не сдал
A,4.5,3.9,4.4,0,старшие,мужской,сдал
A,3.3,3.9,3.8,17,старшие,женский,сдал
A,4.0,4.2,4.2,18,младшие,женский,не сдал
A,3.4,3.9,4.1,5,средние,мужской,сдал
A,3.5,3.7,3.6,9,младшие,мужской,сдал
A,3.4,4.3,3.9,8,средние,женский,сдал
A,3.4,3.9,4.2,2,старшие,женский,не сдал
A,3.8,4.4,4.3,2,старшие,мужской,сдал
A,3.7,4.5,4.5,8,средние,женский,сдал
A,3.5,4.4,3.9,3,средние,мужской,сдал
A,3.5,3.9,4.9,3,младшие,женский,сдал
A,3.5,3.8,4.0,0,младшие,мужской,сдал
A,4.1,3.3,4.0,1,старшие,женский,сдал
A,3.7,3.9,4.7,0,старшие,женский,сдал
A,3.1,3.8,3.9,0,старшие,мужской,сдал
A,4.3,4.0,4.3,6,средние,мужской,сдал
A,4.5,3.8,4.0,10,старшие,женский,не сдал
A,3.4,4.1,4.2,8,старшие,мужской,сдал
A,3.6,3.8,4.7,13,старшие,мужской,сдал
A,4.3,4.3,4.5,22,старшие,женский,сдал
A,3.6,3.8,4.3,15,старшие,женский,сдал
A,3.9,3.9,4.2,6,старшие,женский,сдал
A,3.8,3.4,4.2,1,старшие,мужской,сдал
A,4.2,4.5,4.5,4,старшие,женский,сдал
A,3.2,4.3,4.2,2,младшие,мужской,не сдал
A,3.0,4.0,4.3,4,младшие,мужской,сдал
A,4.1,4.1,4.3,8,старшие,мужской,не сдал
A,2.9,3.6,3.7,0,младшие,женский,не сдал
A,4.1,4.3,4.3,2,старшие,женский,не сдал
A,3.4,4.4,4.1,4,младшие,женский,сдал
A,3.8,4.2,4.1,25,средние,женский,сдал
A,4.0,4.0,4.1,5,средние,женский,сдал
A,4.2,4.0,3.9,10,младшие,женский,сдал
A,3.6,4.3,4.7,8,младшие,женский,сдал
A,4.1,3.3,3.8,4,старшие,мужской,сдал
A,3.6,3.9,4.3,10,средние,мужской,сдал
A,3.1,4.4,4.2,3,младшие,женский,сдал
A,3.8,3.8,4.1,21,средние,женский,сдал
A,3.6,4.4,4.8,0,младшие,мужской,сдал
A,3.1,4.3,4.1,8,средние,мужской,сдал
A,4.0,4.0,4.1,10,младшие,мужской,сдал
A,3.3,4.0,4.2,2,старшие,женский,сдал
A,3.0,4.1,4.6,0,младшие,женский,не сдал
A,3.9,4.0,3.9,4,старшие,женский,сдал
A,4.1,3.6,4.6,11,старшие,женский,сдал
A,3.6,4.3,3.6,12,младшие,мужской,сдал
A,4.5,3.7,4.3,11,младшие,мужской,сдал
A,3.3,4.0,4.0,21,средние,женский,сдал
A,3.8,3.9,4.0,0,младшие,женский,сдал
A,3.4,4.1,4.6,14,младшие,мужской,сдал
A,4.4,4.4,4.4,12,младшие,мужской,не сдал
A,4.2,4.3,4.1,5,младшие,мужской,сдал
A,3.7,3.7,4.4,36,старшие,женский,сдал
A,3.6,4.0,4.7,15,старшие,женский,сдал
A,4.3,4.1,4.3,0,средние,мужской,сдал
A,4.6,3.4,4.4,9,старшие,женский,сдал
A,3.8,4.0,4.4,7,старшие,мужской,не сдал
A,2.7,4.5,4.3,4,старшие,женский,сдал
A,3.3,3.9,3.4,37,средние,мужской,сдал
A,5.0,3.7,3.8,4,средние,мужской,сдал
A,3.0,3.8,4.2,24,младшие,женский,сдал
A,4.0,3.9,4.0,6,средние,женский,сдал
A,3.5,3.7,4.0,15,средние,женский,сдал
A,3.9,3.6,4.0,23,средние,женский,сдал
A,3.9,4.2,4.4,0,старшие,женский,сдал
A,3.7,3.7,4.3,19,средние,женский,не сдал
A,4.1,4.3,4.5,1,младшие,мужской,сдал
A,3.3,4.2,4.5,23,старшие,мужской,не сдал
A,5.0,3.8,4.2,3,младшие,мужской,не сдал
A,3.9,4.0,3.9,19,средние,мужской,сдал
A,3.7,4.2,4.7,1,старшие,мужской,сдал
A,3.8,4.1,4.2,34,старшие,женский,сдал
A,3.3,4.4,4.3,1,младшие,мужской,сдал
A,3.5,3.5,4.1,12,средние,мужской,сдал
A,2.7,4.1,4.4,5,младшие,женский,сдал
A,3.8,3.9,3.8,3,средние,женский,сдал
A,4.9,4.2,4.2,0,младшие,женский,сдал
A,4.2,4.1,5.0,14,младшие,женский,сдал
A,4.7,4.4,4.2,2,старшие,мужской,сдал
A,4.8,4.0,3.9,6,средние,мужской,сдал
A,4.7,4.0,4.3,2,старшие,женский,сдал
A,4.0,4.4,4.1,4,средние,мужской,не сдал
A,4.0,4.2,4.1,16,младшие,мужской,сдал
A,3.5,4.2,4.1,2,старшие,женский,сдал
A,4.2,4.5,4.1,3,младшие,мужской,сдал
A,3.4,4.6,4.0,2,средние,женский,не сдал
A,3.8,3.6,4.3,5,средние,мужской,сдал
A,2.9,4.2,4.1,1,младшие,женский,сдал
A,4.0,4.0,4.3,8,младшие,женский,сдал
A,3.3,4.1,4.5,22,средние,женский,сдал
A,3.8,4.0,4.3,13,старшие,женский,сдал
A,3.3,3.5,4.4,3,средние,мужской,сдал
A,3.9,3.8,4.1,16,старшие,мужской,сдал
A,4.0,3.9,4.9,5,старшие,мужской,сдал
A,4.1,4.2,4.6,0,младшие,мужской,сдал
A,3.6,4.3,3.9,23,средние,мужской,сдал
A,4.4,4.2,4.0,2,младшие,женский,сдал
A,4.1,3.9,3.6,4,старшие,женский,сдал
A,4.0,3.7,4.0,8,младшие,мужской,не сдал
A,4.1,3.6,4.1,7,старшие,женский,сдал
A,3.1,4.2,4.0,24,старшие,женский,сдал
A,4.2,4.2,3.8,26,младшие,мужской,сдал
A,3.0,4.0,4.3,0,младшие,мужской,сдал
A,3.1,4.0,4.4,10,средние,мужской,не сдал
A,3.6,4.3,4.4,0,младшие,женский,сдал
A,3.3,4.4,4.5,10,старшие,женский,сдал
A,3.8,4.4,4.5,13,младшие,женский,сдал
A,4.5,3.6,4.4,2,средние,женский,сдал
A,4.2,3.9,4.0,10,старшие,мужской,не сдал
A,4.0,4.0,4.6,39,старшие,мужской,не сдал
A,3.2,3.9,4.4,6,младшие,женский,не сдал
A,3.7,4.0,4.3,4,средние,женский,сдал
A,3.5,4.2,4.6,16,младшие,женский,сдал
A,3.4,4.0,4.7,24,старшие,мужской,сдал
A,3.3,3.9,4.3,1,младшие,женский,сдал
A,4.4,3.5,3.7,4,младшие,женский,сдал
A,3.3,4.1,3.9,5,старшие,мужской,сдал
A,4.1,4.5,4.4,12,средние,женский,не сдал
A,4.5,3.9,3.8,2,старшие,мужской,сдал
A,3.5,3.8,4.6,2,старшие,мужской,не сдал
A,3.6,3.8,4.2,0,старшие,женский,сдал
A,4.2,3.6,4.3,9,средние,женский,сдал
A,3.5,4.0,4.1,4,средние,мужской,не сдал
A,3.2,4.4,4.2,13,средние,женский,сдал
A,3.5,4.3,4.4,4,младшие,женский,не сдал
A,3.7,4.0,4.1,8,средние,мужской,не сдал
A,3.7,4.2,4.0,10,старшие,мужской,сдал
A,4.2,4.0,4.0,32,старшие,женский,сдал
A,3.5,3.5,4.5,1,младшие,мужской,сдал
A,4.0,3.8,3.9,40,младшие,женский,сдал
A,4.2,3.3,4.6,1,средние,мужской,сдал
A,4.9,4.1,4.3,17,старшие,женский,сдал
A,3.3,3.7,3.8,5,младшие,женский,сдал
A,3.0,5.0,4.2,8,старшие,женский,сдал
A,3.1,3.3,3.6,5,старшие,женский,не сдал
A,3.6,3.7,3.8,26,младшие,мужской,сдал
A,3.2,3.9,4.6,6,средние,мужской,сдал
A,3.7,3.9,4.4,1,младшие,женский,не сдал
A,4.3,4.1,4.7,12,старшие,женский,сдал
A,3.7,4.2,3.8,10,средние,мужской,не сдал
A,4.8,4.1,4.4,13,старшие,женский,сдал
A,3.7,3.8,4.4,9,старшие,женский,сдал
A,4.0,4.5,3.8,3,средние,женский,не сдал
A,3.9,3.8,4.3,0,младшие,женский,сдал
A,3.9,4.0,3.9,0,средние,женский,сдал
A,3.9,4.1,3.9,2,старшие,женский,сдал
A,3.6,3.7,4.4,6,младшие,мужской,сдал
A,3.7,3.5,3.6,32,младшие,мужской,сдал
A,3.8,4.0,4.1,19,младшие,женский,сдал
A,4.3,3.8,4.2,8,младшие,женский,сдал
A,3.6,3.7,4.4,11,средние,женский,сдал
A,4.0,4.2,4.5,2,средние,женский,сдал
A,3.8,4.0,4.4,12,средние,мужской,сдал
A,4.4,4.0,4.4,4,младшие,мужской,не сдал
A,3.8,3.5,4.3,1,младшие,мужской,сдал
A,3.8,4.2,4.2,9,младшие,женский,сдал
A,5.0,4.2,4.1,10,средние,мужской,сдал
A,3.8,3.8,5.0,6,старшие,женский,сдал
A,3.9,3.7,3.9,8,старшие,женский,сдал
A,2.8,4.1,4.0,8,средние,мужской,сдал
A,4.1,3.7,4.1,9,младшие,женский,сдал
A,4.0,3.7,4.2,1,средние,мужской,не сдал
A,3.8,4.2,4.3,12,средние,женский,не сдал
A,3.4,4.4,4.2,6,старшие,мужской,не сдал
A,3.9,4.8,4.4,10,старшие,мужской,не сдал
A,3.1,3.8,4.7,5,старшие,женский,сдал
A,3.8,4.0,4.6,25,младшие,мужской,не сдал
A,4.4,4.0,4.2,26,младшие,мужской,не сдал
A,3.3,3.8,4.2,3,средние,мужской,сдал
A,4.0,4.3,4.3,4,младшие,женский,сдал
A,4.3,3.9,4.1,7,средние,женский,сдал
A,4.1,4.2,4.0,15,старшие,женский,сдал
A,3.4,3.7,4.3,9,младшие,женский,сдал
A,3.5,4.2,3.9,5,старшие,женский,сдал
A,3.9,4.5,3.8,16,средние,женский,сдал
A,3.1,4.0,3.8,33,средние,женский,сдал
A,4.5,4.1,4.3,1,старшие,мужской,сдал
A,3.3,4.1,4.1,22,младшие,мужской,сдал
A,3.7,3.8,3.6,9,средние,женский,сдал
A,3.8,4.1,4.3,11,средние,мужской,не сдал
A,4.4,4.3,4.4,13,старшие,женский,сдал
A,4.1,4.0,4.5,2,старшие,женский,сдал
A,3.6,3.4,4.1,0,средние,женский,сдал
A,4.5,3.5,4.2,11,младшие,мужской,сдал
A,3.4,3.5,4.8,10,старшие,женский,не сдал
A,3.4,3.9,4.1,27,средние,женский,не сдал
A,3.2,4.2,4.2,4,средние,женский,не сдал
A,3.1,4.0,4.0,11,средние,мужской,сдал
A,3.7,3.8,4.3,2,младшие,женский,сдал
A,3.8,3.6,4.4,6,средние,женский,сдал
A,4.0,3.9,3.8,0,старшие,мужской,сдал
A,3.8,3.9,3.8,0,младшие,женский,не сдал
A,4.1,3.6,4.0,4,старшие,женский,сдал
A,3.5,3.4,3.8,0,средние,мужской,сдал
A,3.9,3.6,4.1,2,младшие,мужской,не сдал
A,4.0,4.3,4.0,7,младшие,мужской,сдал
A,3.9,4.4,4.1,3,средние,женский,сдал
A,4.0,3.8,3.7,21,старшие,мужской,сдал
A,3.5,4.1,4.5,12,старшие,женский,сдал
A,3.0,4.2,4.2,0,старшие,женский,не сдал
A,4.3,4.0,4.1,7,средние,женский,сдал
A,4.1,3.7,4.6,5,средние,женский,сдал
A,4.2,4.4,3.9,1,старшие,женский,сдал
A,3.5,3.7,3.8,2,младшие,женский,сдал
A,4.9,3.5,4.0,24,средние,женский,сдал
A,3.7,3.8,4.4,9,старшие,мужской,сдал
A,3.9,4.3,4.4,17,старшие,женский,сдал
A,3.9,4.1,4.2,2,старшие,мужской,не сдал
A,3.3,3.4,4.0,0,средние,женский,сдал
A,3.3,4.2,4.3,3,старшие,мужской,не сдал
A,3.5,4.3,3.8,2,младшие,мужской,сдал
A,3.3,4.2,4.0,5,старшие,мужской,сдал
A,3.7,4.1,4.0,9,средние,женский,сдал
A,3.6,4.3,4.2,16,старшие,женский,сдал
A,4.0,4.5,3.9,3,младшие,женский,не сдал
A,3.9,3.8,4.5,12,младшие,женский,сдал
A,3.5,3.6,4.7,27,младшие,женский,не сдал
A,3.4,4.3,4.3,14,средние,женский,не сдал
A,4.1,4.2,4.6,27,младшие,мужской,сдал
A,4.3,3.8,5.0,3,средние,мужской,сдал
A,3.5,4.2,4.8,6,средние,женский,сдал
A,3.9,4.0,4.3,17,младшие,мужской,не сдал
A,3.8,3.9,4.2,2,старшие,женский,сдал
A,3.4,3.9,4.0,1,средние,мужской,не сдал
A,3.3,4.0,3.9,17,старшие,мужской,сдал
A,4.0,4.2,3.8,1,старшие,женский,сдал
A,3.6,3.9,4.3,10,средние,мужской,сдал
A,4.3,4.7,4.1,16,средние,женский,сдал
A,4.4,3.7,4.3,7,старшие,мужской,сдал
A,3.9,3.7,4.2,0,средние,мужской,не сдал
A,3.5,4.3,4.5,2,старшие,мужской,не сдал
A,3.1,4.0,4.2,30,старшие,мужской,не сдал
A,4.2,3.6,4.4,20,младшие,мужской,сдал
A,3.9,3.9,4.3,2,младшие,женский,не сдал
A,3.6,3.8,4.7,1,младшие,мужской,сдал
A,4.6,3.7,4.2,34,младшие,женский,не сдал
A,3.6,4.4,3.6,9,старшие,женский,сдал
A,3.1,4.1,3.9,28,старшие,женский,сдал
A,3.7,3.9,4.0,7,старшие,мужской,сдал
A,3.2,4.1,4.0,9,младшие,мужской,сдал
A,3.2,3.8,4.2,16,средние,женский,сдал
A,3.7,4.5,4.3,19,младшие,мужской,сдал
A,2.7,3.8,5.0,10,младшие,женский,сдал
A,2.9,4.0,3.9,17,младшие,женский,сдал
A,4.0,3.8,3.6,10,старшие,женский,сдал
A,3.4,4.3,4.3,4,старшие,мужской,сдал
A,3.7,4.1,4.3,4,младшие,мужской,сдал
A,4.4,3.9,4.6,15,младшие,мужской,сдал
A,3.4,3.4,4.3,3,старшие,мужской,сдал
A,3.2,3.9,4.0,11,младшие,мужской,сдал
A,3.7,3.8,4.6,5,средние,мужской,сдал
A,4.6,3.5,3.7,4,старшие,женский,сдал
A,4.4,3.6,3.8,4,средние,женский,не сдал
A,3.0,3.6,4.7,23,средние,женский,сдал
A,3.4,4.2,4.5,5,старшие,женский,сдал
A,4.8,3.1,4.5,16,младшие,мужской,сдал
A,3.9,3.5,4.4,2,средние,женский,сдал
A,4.2,4.4,4.2,2,старшие,женский,сдал
A,3.3,4.0,4.6,8,младшие,мужской,не сдал
A,4.7,3.8,4.2,11,младшие,женский,не сдал
A,3.7,3.7,3.8,8,старшие,женский,сдал
A,3.8,3.6,4.5,21,младшие,мужской,сдал
A,3.7,4.0,4.3,5,старшие,мужской,сдал
A,4.0,3.7,4.6,0,средние,женский,сдал
A,3.5,4.1,3.9,0,старшие,женский,сдал
A,3.5,4.0,4.4,14,младшие,женский,не сдал
A,4.4,4.1,4.5,12,средние,женский,сдал
A,3.7,4.0,4.9,5,младшие,женский,не сдал
A,3.4,4.2,4.4,6,средние,женский,сдал
A,3.3,4.3,4.3,0,старшие,женский,сдал
A,3.4,4.0,4.1,7,средние,женский,сдал
A,2.8,4.0,4.0,5,средние,мужской,сдал
A,3.6,3.9,3.6,19,старшие,мужской,сдал
A,3.8,3.8,4.2,1,средние,мужской,сдал
A,4.6,4.0,4.8,27,старшие,женский,сдал
A,4.6,4.3,4.4,10,младшие,мужской,не сдал
A,3.7,4.1,4.0,0,средние,мужской,сдал
A,3.9,4.2,4.1,10,средние,мужской,сдал
A,4.1,4.1,4.0,7,младшие,женский,сдал
A,4.2,4.4,4.2,24,младшие,женский,сдал
A,3.7,4.5,4.1,37,старшие,женский,сдал
A,3.7,4.1,4.2,9,младшие,женский,сдал
A,4.0,3.9,4.3,5,средние,мужской,сдал
A,4.2,3.8,4.8,16,младшие,мужской,не сдал
A,4.0,3.8,4.0,8,младшие,мужской,сдал
A,3.9,4.1,4.1,4,старшие,женский,не сдал
A,4.0,3.3,4.1,5,младшие,мужской,сдал
A,3.6,3.8,4.3,0,средние,мужской,сдал
A,3.8,3.7,3.7,3,средние,женский,не сдал
A,3.2,4.4,4.3,14,средние,мужской,сдал
A,4.4,4.0,4.7,8,старшие,женский,сдал
A,3.4,3.8,4.1,2,младшие,мужской,сдал
A,3.8,4.1,4.5,4,средние,женский,сдал
A,3.7,3.7,4.7,24,средние,женский,сдал
A,3.5,4.2,4.5,22,средние,женский,сдал
A,2.8,3.6,3.8,2,младшие,женский,сдал
A,3.4,4.0,3.6,0,старшие,женский,сдал
A,3.9,4.1,3.9,7,средние,мужской,сдал
A,3.7,3.8,3.9,7,средние,женский,сдал
A,3.5,4.3,4.0,14,старшие,женский,сдал
A,3.5,3.7,4.4,22,младшие,мужской,не сдал
A,3.4,4.2,4.2,13,младшие,мужской,сдал
A,3.2,4.2,4.3,0,средние,мужской,сдал
A,3.2,3.6,4.1,3,средние,мужской,сдал
A,3.6,3.8,4.2,7,старшие,мужской,сдал
A,3.7,4.2,4.3,7,старшие,мужской,не сдал
A,4.2,4.6,4.3,33,младшие,женский,не сдал
A,4.8,4.3,4.3,47,средние,женский,не сдал
A,4.5,4.1,4.5,12,старшие,мужской,не сдал
A,4.6,4.0,4.3,4,старшие,женский,сдал
A,3.8,4.3,3.9,4,средние,мужской,сдал
A,4.3,3.8,4.1,6,старшие,мужской,сдал
A,4.0,4.0,4.0,17,старшие,женский,не сдал
A,4.5,4.1,4.0,5,младшие,женский,не сдал
A,3.7,4.0,4.2,4,старшие,женский,не сдал
A,3.7,3.6,4.8,6,младшие,мужской,сдал
A,3.3,4.3,4.5,16,средние,мужской,сдал
A,3.7,3.7,4.4,0,старшие,женский,сдал
A,4.0,3.8,4.2,12,младшие,женский,сдал
A,5.0,4.5,4.4,6,младшие,мужской,сдал
A,4.3,3.5,4.2,22,старшие,женский,сдал
A,4.4,3.8,4.3,26,средние,мужской,не сдал
A,3.7,4.5,4.6,11,средние,женский,сдал
A,4.1,4.0,4.7,5,старшие,женский,сдал
A,3.6,4.4,4.3,0,старшие,мужской,не сдал
A,3.7,4.0,4.2,3,средние,мужской,сдал
A,3.4,4.3,4.1,18,средние,мужской,сдал
A,3.5,3.8,4.0,2,средние,женский,сдал
A,4.8,4.0,4.0,30,средние,мужской,сдал
A,4.4,3.9,4.1,4,старшие,мужской,сдал
A,4.4,4.4,4.5,0,старшие,женский,сдал
A,3.7,3.9,4.3,39,старшие,женский,сдал
A,3.4,4.2,3.8,0,младшие,женский,сдал
A,3.1,4.1,4.3,5,младшие,женский,сдал
A,3.6,3.9,3.6,24,старшие,мужской,сдал
A,4.3,4.0,4.2,33,старшие,женский,сдал
A,3.1,4.1,3.9,3,старшие,женский,сдал
A,4.3,4.1,3.9,15,младшие,женский,сдал
A,4.6,3.3,4.4,2,средние,мужской,не сдал
A,3.7,4.1,4.0,3,средние,женский,не сдал
A,4.4,3.8,4.2,3,средние,женский,не сдал
A,3.8,4.0,4.0,14,младшие,мужской,не сдал
A,3.8,3.7,4.1,2,старшие,мужской,не сдал
A,4.1,4.4,4.5,1,старшие,женский,сдал
A,3.1,3.7,4.4,3,старшие,мужской,сдал
A,4.2,4.2,4.2,0,средние,мужской,сдал
A,4.0,3.8,4.0,7,старшие,мужской,не сдал
A,4.2,3.7,4.4,30,средние,женский,сдал
A,3.8,3.7,4.0,2,старшие,мужской,сдал
A,3.7,3.7,4.0,7,младшие,женский,сдал
A,3.9,3.4,4.6,20,младшие,женский,сдал
A,3.9,4.6,4.3,3,старшие,женский,не сдал
A,3.8,3.6,4.2,42,старшие,мужской,сдал
A,3.6,3.7,4.5,4,младшие,женский,сдал
A,3.6,4.3,4.1,26,средние,мужской,сдал
A,3.2,4.2,4.7,6,средние,мужской,сдал
A,4.6,3.7,3.8,10,средние,мужской,сдал
A,3.9,4.3,4.1,2,средние,женский,сдал
A,3.8,3.7,4.4,5,младшие,мужской,не сдал
A,3.8,4.6,5.0,3,младшие,мужской,сдал
A,4.1,3.7,4.0,5,младшие,женский,не сдал
A,3.8,4.2,4.5,0,младшие,женский,сдал
A,3.6,3.5,4.0,13,младшие,женский,не сдал
A,3.2,4.0,4.5,18,старшие,женский,сдал
A,3.7,4.2,3.8,6,младшие,мужской,сдал
A,4.0,3.6,4.1,45,старшие,женский,сдал
A,2.6,3.6,3.9,2,средние,женский,не сдал
A,3.6,4.2,4.6,7,младшие,мужской,не сдал
A,3.2,3.9,3.5,1,младшие,мужской,сдал
A,3.0,4.1,4.0,3,средние,женский,не сдал
A,3.8,4.2,3.6,26,средние,мужской,сдал
A,4.2,4.4,4.4,12,старшие,женский,сдал
A,3.0,4.1,3.7,6,младшие,женский,не сдал
A,3.9,3.8,4.1,1,старшие,мужской,сдал
A,2.7,4.3,4.3,30,средние,женский,сдал
A,4.2,4.2,4.2,22,средние,мужской,сдал
A,3.3,4.4,3.9,3,средние,мужской,сдал
A,3.2,4.0,4.0,35,младшие,женский,сдал
A,4.5,3.8,4.0,10,младшие,мужской,сдал
A,4.1,4.2,4.1,3,средние,женский,сдал
A,3.4,3.8,4.7,12,старшие,женский,сдал
A,4.3,3.7,4.6,1,старшие,женский,сдал
A,3.7,3.8,3.7,8,младшие,мужской,не сдал
A,3.9,3.5,4.2,7,младшие,женский,сдал
A,4.6,4.5,3.6,2,средние,мужской,сдал
A,3.9,3.9,4.6,10,младшие,мужской,сдал
A,4.2,3.7,3.7,28,старшие,женский,сдал
A,3.6,4.1,4.7,15,младшие,мужской,сдал
A,3.3,3.7,4.2,16,старшие,мужской,сдал
A,3.8,4.3,3.5,22,старшие,мужской,сдал
A,3.5,3.8,4.6,8,младшие,мужской,не сдал
A,4.0,3.8,4.3,11,старшие,мужской,сдал
A,3.7,3.6,4.2,5,младшие,женский,сдал
A,4.4,3.4,4.5,9,средние,женский,не сдал
A,4.3,4.3,4.0,0,старшие,мужской,сдал
A,4.4,3.6,4.1,4,старшие,мужской,сдал
A,4.8,4.1,4.5,8,младшие,мужской,сдал
A,3.3,4.1,4.7,1,средние,женский,сдал
A,4.2,4.5,3.8,1,младшие,женский,не сдал
A,3.7,4.1,4.1,2,старшие,женский,сдал
A,3.6,4.3,4.3,32,средние,мужской,сдал
A,3.5,3.9,4.3,9,старшие,женский,сдал
A,3.3,4.4,4.0,1,средние,мужской,не сдал
A,3.0,4.0,4.0,2,средние,мужской,сдал
A,3.5,4.5,4.1,3,старшие,женский,не сдал
A,3.8,4.4,4.0,102,старшие,женский,сдал
A,3.7,3.9,4.6,6,младшие,мужской,сдал
A,3.7,3.9,4.5,11,средние,мужской,сдал
A,3.7,4.2,3.4,12,младшие,женский,сдал
A,3.5,4.3,4.5,8,младшие,мужской,сдал
A,3.1,4.5,4.1,1,младшие,женский,не сдал
A,4.2,4.2,4.3,25,младшие,мужской,сдал
A,2.8,3.5,4.5,40,младшие,женский,сдал
A,2.8,3.7,4.1,7,средние,женский,сдал
A,4.1,3.9,4.1,0,старшие,женский,сдал
A,4.1,3.9,4.0,11,младшие,женский,сдал
A,4.0,4.1,4.3,3,старшие,женский,сдал
A,3.6,4.4,4.6,4,старшие,мужской,сдал
A,4.0,4.0,4.5,7,старшие,мужской,не сдал
A,4.0,3.9,4.3,7,старшие,женский,не сдал
A,3.5,3.7,4.3,6,младшие,женский,сдал
A,3.8,3.6,4.1,4,старшие,мужской,сдал
A,3.9,4.2,4.1,1,средние,женский,сдал
A,2.9,4.0,4.2,4,средние,мужской,сдал
A,3.1,4.3,3.7,10,старшие,мужской,сдал
A,3.3,3.7,4.0,8,младшие,женский,сдал
A,4.5,3.5,5.0,3,старшие,женский,сдал
A,3.7,4.4,3.6,1,старшие,мужской,сдал
A,3.2,3.9,4.2,25,младшие,женский,сдал
A,4.0,3.8,3.8,1,средние,женский,сдал
A,3.8,3.8,4.5,6,старшие,мужской,сдал
A,3.3,4.0,3.9,5,старшие,женский,сдал
A,4.4,4.3,4.5,20,старшие,мужской,не сдал
A,3.4,4.4,4.0,18,младшие,женский,сдал
A,3.9,4.0,3.7,4,старшие,женский,сдал
A,4.0,4.1,4.0,5,старшие,женский,сдал
A,3.8,4.2,3.9,41,средние,мужской,не сдал
A,3.4,4.0,4.0,2,младшие,мужской,сдал
A,3.9,4.0,4.5,1,старшие,мужской,сдал
A,4.0,3.9,4.4,23,младшие,женский,не сдал
A,3.4,3.7,4.3,22,младшие,мужской,сдал
A,4.7,3.4,4.6,41,средние,женский,сдал
A,4.2,4.1,4.0,6,младшие,мужской,сдал
A,3.3,4.4,4.4,16,младшие,женский,сдал
A,3.7,4.6,4.6,16,средние,мужской,не сдал
A,4.4,4.3,4.5,17,средние,мужской,сдал
A,3.9,4.6,4.2,4,старшие,женский,не сдал
A,4.3,4.6,4.4,1,младшие,мужской,не сдал
A,4.2,4.2,3.9,7,младшие,мужской,сдал
A,4.8,4.2,4.3,7,средние,мужской,не сдал
A,4.0,4.1,4.0,2,средние,женский,не сдал
A,3.2,4.4,4.0,11,младшие,мужской,сдал
A,4.0,4.1,4.6,34,младшие,женский,сдал
A,3.7,4.2,4.4,17,старшие,женский,не сдал
A,3.4,3.8,4.2,2,младшие,мужской,сдал
A,4.3,3.8,4.7,1,старшие,женский,сдал
A,3.2,4.4,4.1,7,средние,женский,сдал
A,4.2,4.0,3.8,15,средние,мужской,сдал
A,3.0,4.2,4.1,4,средние,женский,сдал
A,3.5,4.1,4.4,23,старшие,женский,сдал
A,3.8,3.8,4.5,6,старшие,женский,сдал
A,4.0,4.1,4.1,1,младшие,женский,сдал
A,4.0,4.3,4.4,14,средние,мужской,сдал
A,3.0,4.3,4.1,0,средние,женский,сдал
A,4.4,3.6,4.0,0,средние,женский,не сдал
A,4.1,3.8,3.7,13,средние,мужской,не сдал
A,4.9,4.2,4.1,2,старшие,мужской,сдал
A,3.5,4.4,4.6,1,средние,мужской,не сдал
A,3.7,4.1,4.2,4,старшие,мужской,сдал
A,3.9,3.6,3.7,0,старшие,женский,сдал
A,3.6,4.0,4.4,1,старшие,женский,сдал
A,3.6,4.1,4.2,0,средние,мужской,сдал
A,3.8,4.2,4.0,4,средние,мужской,сдал
A,5.0,3.9,4.2,25,средние,женский,сдал
A,3.7,4.0,4.1,7,средние,мужской,сдал
A,4.4,4.2,3.7,1,старшие,мужской,не сдал
A,3.9,4.0,3.8,11,младшие,женский,сдал
A,4.6,4.4,4.4,5,средние,мужской,сдал
A,3.6,4.4,4.2,4,младшие,мужской,сдал
A,3.4,3.5,4.4,2,старшие,женский,сдал
A,4.1,4.2,4.3,18,старшие,женский,сдал
A,3.0,3.3,3.8,6,старшие,мужской,сдал
A,4.2,4.3,4.4,4,младшие,женский,сдал
A,3.6,4.4,4.0,0,средние,мужской,сдал
A,3.4,3.9,4.1,49,младшие,женский,сдал
A,2.8,3.8,4.3,10,средние,женский,сдал
A,3.9,4.4,4.4,5,средние,мужской,сдал
A,4.0,3.7,4.2,29,младшие,женский,сдал
A,4.5,4.3,4.3,2,средние,мужской,сдал
A,3.5,3.8,4.7,0,старшие,женский,сдал
A,3.6,4.3,4.2,1,средние,мужской,сдал
A,3.3,4.3,4.1,5,старшие,мужской,не сдал
A,3.6,4.7,4.5,1,старшие,мужской,сдал
A,3.7,4.0,4.2,1,старшие,мужской,сдал
A,3.9,4.3,4.0,2,средние,женский,сдал
A,4.1,3.1,4.0,14,младшие,женский,не сдал
A,4.7,4.4,4.2,1,средние,мужской,не сдал
A,4.4,4.1,4.8,8,средние,мужской,сдал
A,3.9,3.9,4.0,6,младшие,мужской,сдал
A,3.1,4.7,4.5,5,средние,мужской,сдал
A,4.1,3.5,4.3,28,средние,мужской,не сдал
A,3.3,3.9,4.0,1,средние,женский,не сдал
A,3.6,4.8,4.5,6,старшие,мужской,сдал
A,4.0,3.8,4.4,0,старшие,женский,сдал
A,4.1,3.8,4.3,17,средние,женский,сдал
A,3.9,4.2,4.3,8,средние,женский,сдал
